"icd_code","icd_name","yll_cause","yll_cause_name","cause_outline","GUC","male","female","yll_amin","yll_amax"
"05474","Herpes simplex myelitis","herpes","Non-genital herpes infection","A.05.10.03","A.05","1","1",0.0767123287671233,200
"05479","Herpes simplex with other specified complications","herpes","Non-genital herpes infection","A.05.10.03","A.05","1","1",0.0767123287671233,200
"0548","Herpes simplex with unspecified complication","herpes","Non-genital herpes infection","A.05.10.03","A.05","1","1",0.0767123287671233,200
"0549","Herpes simplex without mention of complication","herpes","Non-genital herpes infection","A.05.10.03","A.05","1","1",0.0767123287671233,200
"055","Measles","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0550","Postmeasles encephalitis","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0551","Postmeasles pneumonia","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0552","Postmeasles otitis media","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0553","Postmeasles otitis media","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0555","Postmeasles otitis media","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0556","Postmeasles otitis media","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0557","Measles with other specified complications","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"05571","Measles keratoconjunctivitis","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"05579","Measles with other specified complications","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0558","Measles with unspecified complication","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"0559","Measles without mention of complication","measles","Measles","A.05.06.00","A.05","1","1",0.0767123287671233,59
"056","Rubella","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0560","Rubella with neurological complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"05600","Rubella with unspecified neurological complication","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"05601","Encephalomyelitis due to rubella","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"05609","Rubella with other neurological complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0562","With unspecified complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0564","With unspecified complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0565","With unspecified complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0566","With unspecified complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0567","Rubella with other specified complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"05671","Arthritis due to rubella","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"05679","Rubella with other specified complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0568","Rubella with unspecified complications","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"0569","Rubella without mention of complication","rubella","Rubella","A.05.08.00","A.05","1","1",0,200
"057","Other viral exanthemata","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0570","Erythema infectiosum (fifth disease)","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0571","Other specified viral exanthemata","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0572","Other specified viral exanthemata","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0574","Other specified viral exanthemata","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0575","Other specified viral exanthemata","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0576","Other specified viral exanthemata","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0578","Other specified viral exanthemata","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0579","Viral exanthem, unspecified","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"058","Other human herpesvirus","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0581","Roseola infantum","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05810","Other human herpesvirus unspecified","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05811","Other human herpesvirus due to human herpesvirus 6","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05812","Other human herpesvirus due to human herpesvirus 7","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0582","Other human herpesvirus encephalitis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05821","Human herpesvirus 6 encephalitis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05829","Other human herpesvirus encephalitis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0584","","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0585","","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0586","","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0588","Other human herpesvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05881","Human herpesvirus 6 infection","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05882","Human herpesvirus 7 infection","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05889","Other human herpesvirus infection","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"059","Other poxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0590","Other orthopoxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05900","Orthopoxvirus infection, unspecified","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05901","Monkeypox","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05909","Other orthopoxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0591","Other parapoxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05910","Parapoxvirus infection, unspecified","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05911","Bovine stomatitis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05912","Sealpox","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05919","Other parapoxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0592","Yatapoxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05920","Yatapoxvirus infection, unspecified","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05921","Tanapox","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"05922","Yaba monkey tumor virus","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0593","Other poxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0595","","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0596","Other poxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0598","Other poxvirus infections","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0599","Poxvirus infections, unspecified","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"060","Yellow fever","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0600","Sylvatic yellow fever","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0601","Urban yellow fever","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0602","Yellow fever, unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0603","Yellow fever, unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0604","Yellow fever, unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0605","Yellow fever, unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0606","Yellow fever, unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0607","Yellow fever, unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0608","Yellow fever, unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"0609","Yellow fever unspecified","ntd_yellowfever","Yellow fever","A.04.12.00","A.04","1","1",0.0191780821917808,200
"061","Dengue","ntd_dengue","Dengue","A.04.11.00","A.04","1","1",0.0191780821917808,200
"0610","","ntd_dengue","Dengue","A.04.11.00","A.04","1","1",0.0191780821917808,200
"0611","Dengue","ntd_dengue","Dengue","A.04.11.00","A.04","1","1",0.0191780821917808,200
"0616","Dengue","ntd_dengue","Dengue","A.04.11.00","A.04","1","1",0.0191780821917808,200
"0618","Dengue","ntd_dengue","Dengue","A.04.11.00","A.04","1","1",0.0191780821917808,200
"062","Mosquito-borne viral encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0620","Japanese encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0621","Western equine encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0622","Eastern equine encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0623","St. Louis encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0624","Australian encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0625","California virus encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0626","California virus encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0627","California virus encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0628","Other specified mosquito-borne viral encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0629","Mosquito-borne viral encephalitis unspecified","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"063","Tick-borne viral encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0630","Russian spring-summer [taiga] encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0631","Louping ill","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0632","Central european encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0633","Central European encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0634","Central European encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0637","Central European encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0638","Other specified tick-borne viral encephalitis","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0639","Tick-borne viral encephalitis unspecified","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"064","Viral encephalitis transmitted by other and unspecified arthropods","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0640","","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0641","Viral encephalitis transmitted by other and unspecified arthropods","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0643","Viral encephalitis transmitted by other and unspecified arthropods","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0644","Viral encephalitis transmitted by other and unspecified arthropods","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"0649","","encephalitis","Encephalitis","A.05.02.00","A.05","1","1",0,200
"065","Arthropod-borne hemorrhagic fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0650","Crimean hemorrhagic fever [CHF Congo virus]","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0651","Omsk hemorrhagic fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0652","Kyasanur forest disease","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0653","Other tick-borne hemorrhagic fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0654","Mosquito-borne hemorrhagic fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0656","Mosquito-borne haemorrhagic fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0658","Other specified arthropod-borne hemorrhagic fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0659","Arthropod-borne hemorrhagic fever unspecified","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"066","Other arthropod-borne viral diseases","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0660","Phlebotomus fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0661","Tick-borne fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0662","Venezuelan equine fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0663","Other mosquito-borne fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0664","West nile fever","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"06640","West Nile Fever, unspecified","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"06641","West Nile Fever with encephalitis","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"06642","West Nile Fever with other neurologic manifestation","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"06649","West Nile Fever with other complications","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0665","Other arthropod-borne viral diseases","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0668","Other specified arthropod-borne viral diseases","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"0669","Arthropod-borne viral disease, unspecified","ntd_other","Other neglected tropical diseases","A.04.20.00","A.04","1","1",0,200
"067","There is not this code in ICD9 site, but we have in this data","_gc","Garbage Code","GC","GC11","1","1",0,200
"0670","There is not this code in ICD9 site, but we have in this data","_gc","Garbage Code","GC","GC11","1","1",0,200
"068","There is not this code in ICD9 site, but we have in this data","_gc","Garbage Code","GC","GC11","1","1",0,200
"068","There is not this code in ICD9 site, but we have in this data","_gc","Garbage Code","GC","GC11","1","1",0,200
"0684","There is not this code in ICD9 site, but we have in this data","_gc","Garbage Code","GC","GC11","1","1",0,200
"069","There is not this code in ICD9 site, but we have in this data","_gc","Garbage Code","GC","GC11","1","1",0,200
"069","There is not this code in ICD9 site, but we have in this data","_gc","Garbage Code","GC","GC11","1","1",0,200
"070","Viral hepatitis","hepatitis","Acute hepatitis","A.05.09.00","A.05","1","1",0.0767123287671233,200
"0700","Viral hepatitis A with hepatic coma","hepatitis_a","Acute hepatitis A","A.05.09.01","A.05","1","1",0.0767123287671233,200
"0701","Viral hepatitis A without mention of hepatic coma","hepatitis_a","Acute hepatitis A","A.05.09.01","A.05","1","1",0.0767123287671233,200
"0702","Viral hepatitis b with hepatic coma","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07020","Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07021","Viral hepatitis B with hepatic coma, acute or unspecified, with hepatitis delta","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07022","Chronic viral hepatitis B with hepatic coma without hepatitis delta","cirrhosis","Cirrhosis and other chronic liver diseases","B.04.01.00","B.04","1","1",1,200
"07023","Chronic viral hepatitis B with hepatic coma with hepatitis delta","cirrhosis","Cirrhosis and other chronic liver diseases","B.04.01.00","B.04","1","1",1,200
"0703","Viral hepatitis b without mention of hepatic coma","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07030","Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07031","Viral hepatitis B without mention of hepatic coma, acute or unspecified, with hepatitis delta","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07032","Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta","cirrhosis","Cirrhosis and other chronic liver diseases","B.04.01.00","B.04","1","1",1,200
"07033","Chronic viral hepatitis B without mention of hepatic coma with hepatitis delta","cirrhosis","Cirrhosis and other chronic liver diseases","B.04.01.00","B.04","1","1",1,200
"0704","Other specified viral hepatitis with hepatic coma","hepatitis","Acute hepatitis","A.05.09.00","A.05","1","1",0.0767123287671233,200
"07041","Acute hepatitis C with hepatic coma","hepatitis_c","Acute hepatitis C","A.05.09.03","A.05","1","1",0.0767123287671233,200
"07042","Hepatitis delta without mention of active hepatitis B disease with hepatic coma","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07043","Hepatitis E with hepatic coma","hepatitis_e","Acute hepatitis E","A.05.09.04","A.05","1","1",0.0767123287671233,200
"07044","Chronic hepatitis C with hepatic coma","cirrhosis","Cirrhosis and other chronic liver diseases","B.04.01.00","B.04","1","1",1,200
"07049","Other specified viral hepatitis with hepatic coma","hepatitis","Acute hepatitis","A.05.09.00","A.05","1","1",0.0767123287671233,200
"0705","Other specified viral hepatitis without mention of hepatic coma","hepatitis","Acute hepatitis","A.05.09.00","A.05","1","1",0.0767123287671233,200
"07051","Acute hepatitis C without mention of hepatic coma","hepatitis_c","Acute hepatitis C","A.05.09.03","A.05","1","1",0.0767123287671233,200
"07052","Hepatitis delta without mention of active hepatitis B disease or hepatic coma","hepatitis_b","Acute hepatitis B","A.05.09.02","A.05","1","1",0.0767123287671233,200
"07053","Hepatitis E without mention of hepatic coma","hepatitis_e","Acute hepatitis E","A.05.09.04","A.05","1","1",0.0767123287671233,200
"07054","Chronic hepatitis C without mention of hepatic coma","cirrhosis","Cirrhosis and other chronic liver diseases","B.04.01.00","B.04","1","1",1,200
"07059","Other specified viral hepatitis without mention of hepatic coma","hepatitis","Acute hepatitis","A.05.09.00","A.05","1","1",0.0767123287671233,200
"0706","Unspecified viral hepatitis with hepatic coma","hepatitis","Acute hepatitis","A.05.09.00","A.05","1","1",0.0767123287671233,200
"0707","Unspecified viral hepatitis c","hepatitis_c","Acute hepatitis C","A.05.09.03","A.05","1","1",0.0767123287671233,200
"07070","Unspecified viral hepatitis C without hepatic coma","hepatitis_c","Acute hepatitis C","A.05.09.03","A.05","1","1",0.0767123287671233,200
"07071","Unspecified viral hepatitis C with hepatic coma","hepatitis_c","Acute hepatitis C","A.05.09.03","A.05","1","1",0.0767123287671233,200
"0709","Unspecified viral hepatitis without mention of hepatic coma","hepatitis","Acute hepatitis","A.05.09.00","A.05","1","1",0.0767123287671233,200
"071","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0710","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0711","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0714","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0715","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0716","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0717","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0718","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"0719","Rabies","ntd_rabies","Rabies","A.04.13.00","A.04","1","1",0.0767123287671233,200
"072","Mumps","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0720","Mumps orchitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0721","Mumps meningitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0722","Mumps encephalitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0723","Mumps pancreatitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0724","Mumps pancreatitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0725","Mumps pancreatitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0726","Mumps pancreatitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0727","Mumps with other specified complications","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"07271","Mumps hepatitis","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"07272","Mumps polyneuropathy","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"07279","Other mumps with other specified complications","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0728","Mumps with unspecified complication","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"0729","Mumps without mention of complication","mumps","Mumps","A.05.10.01","A.05","1","1",0,200
"073","Ornithosis","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0730","Ornithosis with pneumonia","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0732","With pneumonia","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0733","With pneumonia","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0735","With pneumonia","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0736","With pneumonia","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0737","Ornithosis with other specified complications","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0738","Ornithosis with unspecified complication","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0739","Ornithosis unspecified","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"074","Specific diseases due to coxsackie virus","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0740","Herpangina","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0741","Epidemic pleurodynia","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0742","Coxsackie carditis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"07420","Specific diseases due to coxsackie virus unspecified","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"07421","Coxsackie pericarditis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"07422","Coxsackie endocarditis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"07423","Coxsackie myocarditis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0743","Hand, foot, and mouth disease","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0744","Hand, foot and mouth disease","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0748","Other specified diseases due to Coxsackie virus","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"075","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0750","","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0752","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0753","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0754","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0755","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0756","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0757","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0759","Infectious mononucleosis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"076","Trachoma","_gc","Garbage Code","GC","GC01","1","1",0,200
"0760","Trachoma initial stage","_gc","Garbage Code","GC","GC01","1","1",0,200
"0761","Trachoma active stage","_gc","Garbage Code","GC","GC01","1","1",0,200
"0765","","_gc","Garbage Code","GC","GC01","1","1",0,200
"0766","Active stage","_gc","Garbage Code","GC","GC01","1","1",0,200
"0768","","_gc","Garbage Code","GC","GC01","1","1",0,200
"0769","Trachoma unspecified","_gc","Garbage Code","GC","GC01","1","1",0,200
"077","Other diseases of conjunctiva due to viruses and chlamydiae","_gc","Garbage Code","GC","GC01","1","1",0,200
"0770","Inclusion conjunctivitis","_gc","Garbage Code","GC","GC01","1","1",0,200
"0771","Epidemic keratoconjunctivitis","_gc","Garbage Code","GC","GC01","1","1",0,200
"0772","Pharyngoconjunctival fever","_gc","Garbage Code","GC","GC01","1","1",0,200
"0773","Other adenoviral conjunctivitis","_gc","Garbage Code","GC","GC01","1","1",0,200
"0774","Epidemic hemorrhagic conjunctivitis","_gc","Garbage Code","GC","GC01","1","1",0,200
"0778","Other viral conjunctivitis","_gc","Garbage Code","GC","GC01","1","1",0,200
"0779","Unspecified diseases of conjunctiva due to viruses and chlamydiae","_gc","Garbage Code","GC","GC01","1","1",0,200
"07798","Unspecified diseases of conjunctiva due to chlamydiae","_gc","Garbage Code","GC","GC01","1","1",0,200
"07799","Unspecified diseases of conjunctiva due to viruses","_gc","Garbage Code","GC","GC01","1","1",0,200
"078","Other diseases due to viruses and chlamydiae","_gc","Garbage Code","GC","GC01","1","1",0,200
"0780","Molluscum contagiosum","_gc","Garbage Code","GC","GC01","1","1",0,200
"0781","Viral warts","_gc","Garbage Code","GC","GC01","1","1",0,200
"07810","Other diseases due to viruses and chlamydiae unspecified","_gc","Garbage Code","GC","GC01","1","1",0,200
"07811","Condyloma acuminatum","_gc","Garbage Code","GC","GC01","1","1",0,200
"07812","Plantar wart","_gc","Garbage Code","GC","GC01","1","1",0,200
"07819","Other specified viral warts","_gc","Garbage Code","GC","GC01","1","1",0,200
"0782","Sweating fever","_gc","Garbage Code","GC","GC01","1","1",0,200
"0783","Cat-scratch disease","zoonotic","Zoonotic bacterial diseases","A.05.10.02","A.05","1","1",0.0767123287671233,200
"0784","Foot and mouth disease","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0785","Cytomegaloviral disease","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0786","Hemorrhagic nephrosonephritis","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0787","Arenaviral hemorrhagic fever","infectious","Other unspecified infectious diseases","A.05.10.00","A.05","1","1",0,200
"0788","Other specified diseases due to viruses and chlamydiae","_gc","Garbage Code","GC","GC01","1","1",0,200
"07881","Epidemic vertigo","_gc","Garbage Code","GC","GC01","1","1",0,200
"07882","Epidemic vomiting syndrome","_gc","Garbage Code","GC","GC01","1","1",0,200
"07888","Other specified diseases due to chlamydiae","_gc","Garbage Code","GC","GC01","1","1",0,200
"07889","Other specified diseases due to viruses","_gc","Garbage Code","GC","GC01","1","1",0,200
"0789","Other specified diseases due to viruses","_gc","Garbage Code","GC","GC01","1","1",0,200
