icd_code,icd_name,pathogen_a_cause_code,pathogen_a_cause_name,nonfatal_a_cause_name,nonfatal_cause_name,cause_outline
393,Chronic rheumatic pericarditis,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, pericarditis)",B.02.01
3930,,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, pericarditis)",B.02.01
3939,,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, pericarditis)",B.02.01
394,Diseases of mitral valve,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, mitral)",B.02.01
3940,Mitral stenosis,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, mitral)",B.02.01
3941,Rheumatic mitral insufficiency,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, mitral)",B.02.01
3942,Mitral stenosis with insufficiency,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, mitral)",B.02.01
3945,,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, mitral)",B.02.01
3949,Other and unspecified mitral valve diseases,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, mitral)",B.02.01
395,Diseases of aortic valve,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, aortic)",B.02.01
3950,Rheumatic aortic stenosis,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, aortic)",B.02.01
3951,Rheumatic aortic insufficiency,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, aortic)",B.02.01
3952,Rheumatic aortic stenosis with insufficiency,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, aortic)",B.02.01
3959,Other and unspecified rheumatic aortic diseases,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, aortic)",B.02.01
396,Diseases of mitral and aortic valves,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, multiple)",B.02.01
3960,Mitral valve stenosis and aortic valve stenosis,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, multiple)",B.02.01
3961,Mitral valve stenosis and aortic valve insufficiency,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, multiple)",B.02.01
3962,Mitral valve insufficiency and aortic valve stenosis,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, multiple)",B.02.01
3963,Mitral valve insufficiency and aortic valve insufficiency,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, multiple)",B.02.01
3968,Multiple involvement of mitral and aortic valves,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, multiple)",B.02.01
3969,"Mitral and aortic valve diseases, unspecified",cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (valve, multiple)",B.02.01
397,Diseases of other endocardial structures,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, endocarditis)",B.02.01
3970,Diseases of tricuspid valve,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, endocarditis)",B.02.01
3971,Rheumatic diseases of pulmonary valve,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, endocarditis)",B.02.01
3979,"Rheumatic diseases of endocardium, valve unspecified",cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, endocarditis)",B.02.01
398,Other rheumatic heart disease,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, other and unspecified)",B.02.01
3980,Rheumatic myocarditis,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, other and unspecified)",B.02.01
3988,,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, other and unspecified)",B.02.01
3989,Other and unspecified rheumatic heart diseases,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, other and unspecified)",B.02.01
39890,"Rheumatic heart disease, unspecified",cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, other and unspecified)",B.02.01
39891,Rheumatic heart failure (congestive),cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, other and unspecified)",B.02.01
39899,Other rheumatic heart diseases,cvd_rhd_path_Streptococ$,rheumatic heart disease due to streptococcus,cvd_rhd,"CVD, rheumatic hd (chronic, other and unspecified)",B.02.01
399,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
400,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
4000,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
402,Hypertensive heart disease,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,"Hypertensive heart disease, total",B.02.04
4020,Malignant hypertensive heart disease,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,"Hypertensive heart disease, total",B.02.04
40200,Hypertensive heart disease without heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease without heart failure,B.02.04_IM4
40201,Hypertensive heart disease with heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease with heart failure,B.02.04_IM4
4021,Benign hypertensive heart disease,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,"Hypertensive heart disease, total",B.02.04
40210,Hypertensive heart disease without heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease without heart failure,B.02.04_IM4
40211,Hypertensive heart disease with heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease with heart failure,B.02.04_IM4
4023,With congestive heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease with heart failure,B.02.04_IM4
4027,Hypertensive heart disease with heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease with heart failure,B.02.04_IM4
4029,Unspecified hypertensive heart disease,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,"Hypertensive heart disease, total",B.02.04
40290,Hypertensive heart disease without heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease without heart failure,B.02.04_IM4
40291,Hypertensive heart disease with heart failure,cvd_htn_no pathogen#,hypertensive heart disease  (without direct biological pathogen),cvd_htn,Hypertensive heart disease with heart failure,B.02.04_IM4
403,Hypertensive chronic kidney disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
4030,Malignant hypertensive renal disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40300,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40301,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
4031,Benign hypertensive renal disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40310,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40311,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
4036,Hypertensive chronic kidney disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
4039,Unspecified hypertensive renal disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
404,Hypertensive heart and chronic kidney disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
4040,Malignant hypertensive heart and renal disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40400,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40401,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40402,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40403,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
4041,Benign hypertensive heart and renal disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40410,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40411,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40412,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40413,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
4049,Unspecified hypertensive heart and renal disease,ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40490,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40492,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
40493,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease",ckd_htn_no pathogen#,chronic kidney disease due to hypertension  (without direct biological pathogen),ckd_htn,CKD due to hypertension,B.08.02.03
406,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
407,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
4070,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
408,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
408,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
409,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
4094,"There is not this code in ICD9 site, but we have in this data",_none_no pathogen#,none  (without direct biological pathogen),_none,_none,E
410,Acute myocardial infarction,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4100,Acute myocardial infarction of anterolateral wall,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41000,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41001,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41002,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4101,Acute myocardial infarction of other anterior wall,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41010,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41011,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41012,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4102,Acute myocardial infarction of inferolateral wall,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41020,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41021,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41022,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4103,Acute myocardial infarction of inferoposterior wall,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41030,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41031,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41032,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4104,Acute myocardial infarction of other inferior wall,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41040,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41041,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41042,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4105,Acute myocardial infarction of other lateral wall,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41050,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41051,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41052,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4106,True posterior wall infarction,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41060,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41061,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41062,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4107,Subendocardial infarction,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41070,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41071,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41072,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4108,Acute myocardial infarction of other specified sites,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41080,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41081,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41082,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4109,Acute myocardial infarction of unspecified site,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41090,Acute myocardial infarction episode of care unspecified,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41091,Acute myocardial infarction initial episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41092,Acute myocardial infarction subsequent episode of care,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
411,Other acute and subacute forms of ischemic heart disease,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4110,Postmyocardial infarction syndrome,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4111,Intermediate coronary syndrome,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4118,Other acute and subacute forms of ischemic heart disease,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
41181,Acute coronary occlusion without myocardial infarction,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41189,Other acute and subacute forms of ischemic heart disease other,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
4119,Other acute and subacute forms of ischaemic heart disease,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, infarction (initial unspecified, other and unspecified)",B.02.02
412,Old myocardial infarction,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
4120,Old myocardial infarction,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
4129,Old myocardial infarction,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
413,Angina pectoris,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, angina",B.02.02
4130,Angina decubitus,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, angina",B.02.02
4131,Prinzmetal angina,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, angina",B.02.02
4139,Other and unspecified angina pectoris,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, angina",B.02.02
414,Other forms of chronic ischemic heart disease,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
4140,Coronary atherosclerosis,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41400,"Other forms of chronic ischemic heart disease of unspecified type of vessel, native or graft",cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41401,Other forms of chronic ischemic heart disease of native coronary artery,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41402,Other forms of chronic ischemic heart disease of autologous vein bypass graft,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41403,Other forms of chronic ischemic heart disease of nonautologous biological bypass graft,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41404,Other forms of chronic ischemic heart disease of artery bypass graft,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41405,Other forms of chronic ischemic heart disease of unspecified bypass graft,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41406,Other forms of chronic ischemic heart disease of native coronary artery of transplanted heart,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41407,Other forms of chronic ischemic heart disease of bypass graft (artery) (vein) of transplanted heart,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
4141,Aneurysm and dissection of heart,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41410,Aneurysm of heart (wall),cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41411,Aneurysm of coronary vessels,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41412,Dissection of coronary artery,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
41419,Other aneurysm of heart,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
4142,Chronic total occlusion of coronary artery,cvd_ihd_no pathogen#,ischemic heart disease  (without direct biological pathogen),cvd_ihd,"CVD, ischemic, chronic (total)",B.02.02
